,City,Country,Major_Geo_Region,HDI_level,Climate_region,WHO_region,annual_avg_2010,peak_NDVI_2010,annual_weight_avg_2010,peak_weight_2010,indicator_2010,annual_avg_2015,peak_NDVI_2015,annual_weight_avg_2015,indicator_2015,peak_weight_2015,annual_avg_2020,peak_NDVI_2020,annual_weight_avg_2020,peak_weight_2020,indicator_2020,annual_avg_2021,peak_NDVI_2021,annual_weight_avg_2021,indicator_2021,peak_weight_2021
857,Sirajganj,Bangladesh,Asia,Medium,Temperate,South-East Asia,0.269610614,0.425241318,0.259302045,0.411784187,Moderate,0.427402662,0.509250587,0.425548692,High,0.506987762,0.407376894,0.565051754,0.409273688,0.566041711,High,0.410799245,0.504834974,0.410955011,Moderate,0.499908857
858,Sitamarhi,India,Asia,Medium,Temperate,South-East Asia,0.304498685,0.337004537,0.2243384,0.333647787,Low,0.39107892,0.502041898,0.387710875,Moderate,0.499214747,0.342252206,0.376654469,0.340379949,0.377494594,Low,0.294049054,0.420522542,0.291926191,Moderate,0.415137454
859,Sitapur,India,Asia,Medium,Temperate,South-East Asia,0.244918456,0.271052078,0.184661451,0.271865977,Very Low,0.335387439,0.468243575,0.336376115,Moderate,0.469420796,0.319756948,0.367069315,0.32048509,0.367712953,Low,0.289989769,0.370809434,0.290955378,Low,0.371791102
860,Skopje,Macedonia,Europe,High,Arid,Europe,0.251119123,0.419212621,0.246819663,0.408947106,Moderate,0.30795154,0.383947668,0.303231253,Low,0.376725756,0.307065577,0.388387751,0.302909621,0.384479756,Low,0.284840566,0.359867611,0.281931511,Low,0.36155261
861,Sofia,Bulgaria,Europe,Very high,Continental,Europe,0.265621598,0.382023668,0.199190009,0.382007272,Low,0.301356815,0.438927465,0.300984226,Moderate,0.43844156,0.31725273,0.452868027,0.316951931,0.452235085,Moderate,0.34423899,0.410199936,0.343936256,Moderate,0.409795056
862,Sohag,Egypt,Africa,High,Arid,Eastern Mediterranean,0.304927048,0.463417631,0.270188619,0.400550824,Moderate,0.382780503,0.475510884,0.337940435,Moderate,0.407396354,0.381213594,0.499207021,0.33460789,0.425623343,Moderate,0.391921036,0.497422666,0.343211384,Moderate,0.423488409
863,Sokoto,Nigeria,Africa,Low,Arid,Africa,0.172134232,0.256209711,0.12189168,0.249216814,Very Low,0.204022645,0.239972185,0.18852365,Very Low,0.226336636,0.236468572,0.295538327,0.227391903,0.288634647,Very Low,0.204729406,0.265032651,0.192819718,Very Low,0.252354462
864,Solapur,India,Asia,Medium,Arid,South-East Asia,0.19849646,0.319557351,0.177642764,0.279959579,Very Low,0.228698268,0.281111837,0.231102932,Very Low,0.282713089,0.254133546,0.340264304,0.254224607,0.333553916,Low,0.273827428,0.329836248,0.270391242,Low,0.32370695
865,Sorocaba,Brazil,Latin America and the Caribbean,High,Temperate,Americas,0.303339701,0.338412916,0.262585431,0.293683492,Very Low,0.337066004,0.364588235,0.294937615,Low,0.318594812,0.336329462,0.365573391,0.296062444,0.322159592,Low,0.326680111,0.361183284,0.287629065,Low,0.31510801
866,Srinagar,India,Asia,Medium,Temperate,South-East Asia,0.274929284,0.40085034,0.299205582,0.435064673,Moderate,0.286906816,0.401336187,0.315652229,Moderate,0.436179498,0.283560248,0.407463913,0.307930697,0.445065849,Moderate,0.3011218,0.404271672,0.332110667,Moderate,0.447761396
867,St. Louis,United States of America,Northern America,Very high,Continental,Americas,0.349405896,0.437308911,0.356847534,0.443330149,Moderate,0.394209042,0.490711823,0.403852913,High,0.502975501,0.396725804,0.49347389,0.411876044,0.509161681,High,0.376152598,0.479057339,0.387132352,Moderate,0.495865475
868,Stockholm,Sweden,Europe,Very high,Continental,Europe,0.288981512,0.443063231,0.099663616,0.395101464,Low,0.284414766,0.449482115,0.245943831,Low,0.394505971,0.289328036,0.45014027,0.251780393,0.403861982,Moderate,0.286949639,0.439382103,0.24876585,Low,0.392843156
869,Stuttgart,Germany,Europe,Very high,Temperate,Europe,0.36783928,0.497741057,0.341242501,0.500223979,High,0.370628455,0.4881359,0.370279985,Moderate,0.492796547,0.39261224,0.502037949,0.394236693,0.505497552,High,0.403719408,0.531635998,0.40416882,High,0.53300175
870,Sulaymaniyah,Iraq,Asia,Medium,Temperate,Eastern Mediterranean,0.116197797,0.151033453,0.058005251,0.150769754,Exceptionally Low,0.147096665,0.191863505,0.146367344,Exceptionally Low,0.190593098,0.133631154,0.161761654,0.132833264,0.16063344,Exceptionally Low,0.135701598,0.149032813,0.13512175,Exceptionally Low,0.148793434
871,Sultanpur,India,Asia,Medium,Temperate,South-East Asia,0.25753053,0.363274849,0.177893988,0.318207002,Low,0.240936874,0.356809877,0.23788522,Low,0.352803599,0.347029851,0.50745965,0.345128945,0.504222694,High,0.28892005,0.364534105,0.287989263,Low,0.363198567
872,Sumenep,Indonesia,Asia,High,Tropical,South-East Asia,0.267645577,0.338833527,0.186758692,0.341837989,Low,0.336473591,0.387808706,0.345316562,Low,0.396535019,0.336772145,0.423429636,0.345957518,0.434959353,Moderate,0.31895487,0.36439341,0.327413898,Low,0.374229765
873,Surabaya,Indonesia,Asia,High,Tropical,South-East Asia,0.383287222,0.478998209,0.147075926,0.249346682,Very Low,0.402576335,0.448633103,0.318487383,Low,0.353740141,0.394901046,0.433798301,0.308183668,0.332216257,Low,0.372702872,0.413031499,0.29223128,Low,0.320368838
874,Surat,India,Asia,Medium,Tropical,South-East Asia,0.155659367,0.169002539,0.113317003,0.180379726,Exceptionally Low,0.210194466,0.263306551,0.230599073,Very Low,0.29772032,0.239759207,0.329177081,0.271395738,0.384457705,Low,0.239193818,0.27900242,0.269322568,Low,0.312472608
875,Suva,Fiji,Oceania,High,Tropical,Western Pacific,0.356319334,0.428075179,0.345830764,0.421439529,Moderate,0.362001428,0.465135597,0.36959684,Moderate,0.467964595,0.280925761,0.399341538,0.286829997,0.416443905,Moderate,0.448801513,0.465257149,0.458789296,Moderate,0.471492884
876,Suzhou,China,Asia,High,Temperate,Western Pacific,0.199938187,0.283697439,0.172083949,0.239908564,Very Low,0.211255001,0.271711019,0.192717485,Very Low,0.266253911,0.234441593,0.293943118,0.223891579,0.279052927,Very Low,0.250484881,0.319890521,0.239783968,Low,0.312100294
877,Swat City,Pakistan,Asia,Medium,Temperate,Eastern Mediterranean,0.274190304,0.374692776,0.27360036,0.373924554,Low,0.337804232,0.402351146,0.337250035,Moderate,0.401245449,0.349243484,0.403784178,0.348945759,0.403846777,Moderate,0.32003275,0.371310921,0.319634906,Low,0.370903027
878,Sydney,Australia,Oceania,Very high,Temperate,Western Pacific,0.313347748,0.342984895,0.297329892,0.325409225,Low,0.346894287,0.383792463,0.329695014,Low,0.370974862,0.347695328,0.37963841,0.333318961,0.362322843,Low,0.363153561,0.384967952,0.347174792,Low,0.373704111
879,Sylhet,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.324231664,0.490578308,0.242869833,0.48607789,Moderate,0.365031514,0.516536514,0.363072928,High,0.513381722,0.362741027,0.571728703,0.358156054,0.557209301,High,0.417724907,0.542391964,0.414169914,High,0.531915508
880,Tabriz,Islamic Republic of Iran,Asia,High,Arid,Eastern Mediterranean,0.122950533,0.188712708,0.091070215,0.187277113,Exceptionally Low,0.158757548,0.182920428,0.158355726,Exceptionally Low,0.182525291,0.158184698,0.197996222,0.157349092,0.196785947,Exceptionally Low,0.152918596,0.191194438,0.152263731,Exceptionally Low,0.190214865
881,Tahoua,Niger,Africa,Low,Arid,Africa,0.082622989,0.099736888,0.080159261,0.097918254,Exceptionally Low,0.118455774,0.135005084,0.118553604,Exceptionally Low,0.135261626,0.126892152,0.155262725,0.126799525,0.155020623,Exceptionally Low,0.129162657,0.157412191,0.129034338,Exceptionally Low,0.157262295
882,Tai'an,China,Asia,High,Continental,Western Pacific,0.155050096,0.216774652,0.141072102,0.197836282,Exceptionally Low,0.27162732,0.324610952,0.246219989,Very Low,0.298707964,0.283281766,0.386569659,0.251683065,0.352132659,Low,0.294309551,0.399866673,0.262169884,Low,0.362712126
883,Taichung,China,Asia,High,Temperate,Western Pacific,0.22390962,0.263431014,0.192767254,0.224030036,Very Low,0.26467707,0.306217767,0.234654245,Very Low,0.268173956,0.275256009,0.311731711,0.246482883,0.277623389,Very Low,0.284146204,0.323625812,0.256072883,Very Low,0.285685771
884,Tainan,China,Asia,High,Tropical,Western Pacific,0.182434949,0.208915061,0.140336982,0.176415542,Exceptionally Low,0.270714571,0.314031131,0.236865911,Very Low,0.278517054,0.249544224,0.294560323,0.212130839,0.243359409,Very Low,0.228978605,0.268967611,0.192750856,Very Low,0.226703662
885,Taiyuan,China,Asia,High,Arid,Western Pacific,0.105570475,0.166034577,0.088402402,0.137240509,Exceptionally Low,0.161115929,0.222825586,0.138447595,Exceptionally Low,0.195980446,0.199952294,0.283468763,0.174560965,0.238143537,Very Low,0.180219105,0.281369711,0.152342769,Very Low,0.244362435
886,Taizhou,China,Asia,High,Temperate,Western Pacific,0.234637145,0.334652428,0.225802845,0.320658029,Low,0.290424878,0.396653496,0.284986898,Low,0.388367036,0.282836245,0.343817158,0.274252713,0.33365313,Low,0.284676352,0.343273119,0.282541982,Low,0.33965112
887,Ta'izz,Yemen,Asia,Low,Arid,Eastern Mediterranean,0.118206073,0.17082085,0.075817681,0.157581055,Exceptionally Low,0.175690648,0.246840298,0.167397332,Very Low,0.235511407,0.210773911,0.247377781,0.200956732,0.236565745,Very Low,0.193994593,0.257148689,0.184214487,Very Low,0.242209017
888,Takasaki [Maebashi],Japan,Asia,Very high,Temperate,Western Pacific,0.241090484,0.29226314,0.236863712,0.286504367,Very Low,0.277860687,0.339143766,0.27574313,Low,0.333778583,0.274806326,0.346182431,0.271906235,0.33947389,Low,0.284977883,0.341551554,0.282512343,Low,0.336705885
889,Takoradi [Sekondi-Takoradi],Ghana,Africa,Medium,Tropical,Africa,0.232429906,0.256539778,0.017355972,0.040875523,Exceptionally Low,0.296106367,0.391944219,0.223358976,Low,0.390102249,0.312046433,0.381076606,0.312134268,0.382374197,Low,0.22115706,0.233980896,0.098047151,Very Low,0.243165831
890,Tallinn,Estonia,Europe,Very high,Continental,Europe,0.262569469,0.345077616,0.207548139,0.362853129,Low,0.243629799,0.392018948,0.256658424,Moderate,0.414050035,0.248757813,0.386872055,0.263892559,0.407563898,Moderate,0.213459264,0.369588724,0.2235609,Low,0.388399364
891,Tamluk,India,Asia,Medium,Tropical,South-East Asia,0.352646755,0.498318061,0.349801466,0.498010764,Moderate,0.401582567,0.478957857,0.396659621,Moderate,0.472818349,0.425193937,0.492181165,0.42076856,0.489205108,Moderate,0.425742944,0.507728155,0.422351405,High,0.504074304
892,Tampa,United States of America,Northern America,Very high,Temperate,Americas,0.302594065,0.333639328,0.312092922,0.343307083,Low,0.360211198,0.374331116,0.374312945,Low,0.390866992,0.361095047,0.378595148,0.379103112,0.397579802,Low,0.360697872,0.381591793,0.378530813,Moderate,0.400682384
893,Tampico,Mexico,Latin America and the Caribbean,High,Tropical,Americas,0.230517943,0.278450682,0.205014265,0.252707862,Very Low,0.301012575,0.317424608,0.276026366,Very Low,0.290128295,0.280412325,0.323797405,0.248634284,0.290920847,Very Low,0.273651682,0.296447283,0.244694724,Very Low,0.264964174
894,Tangail,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.300531493,0.510678991,0.29187805,0.511426592,High,0.450250131,0.565708708,0.451795153,High,0.564312458,0.40072909,0.582475635,0.400915824,0.581584766,High,0.392726224,0.495983932,0.394972809,Moderate,0.494245397
895,Tangier,Morocco,Africa,Medium,Temperate,Eastern Mediterranean,0.206696792,0.27462908,0.178005566,0.236667733,Very Low,0.230020741,0.27205535,0.200593146,Very Low,0.236119163,0.234385687,0.28573143,0.213605731,0.257779253,Very Low,0.228954323,0.29851383,0.205686991,Very Low,0.273411172
896,Tangshan,China,Asia,High,Continental,Western Pacific,0.119225794,0.233134537,0.117489928,0.233248818,Very Low,0.2124997,0.316174684,0.208897433,Low,0.309926912,0.206700733,0.386638233,0.197531505,0.377463182,Low,0.161685894,0.198376726,0.156845383,Exceptionally Low,0.197099551
897,Tanta,Egypt,Africa,High,Arid,Eastern Mediterranean,0.26685469,0.38686647,0.183520231,0.256777983,Very Low,0.352274043,0.385773613,0.252266184,Very Low,0.275019489,0.340547763,0.416852445,0.243809294,0.277193857,Very Low,0.335904742,0.400371698,0.235702322,Very Low,0.258726813
898,Tashkent,Uzbekistan,Asia,High,Temperate,Europe,0.209829151,0.282999577,0.25324538,0.360661816,Low,0.253166151,0.299755926,0.311408906,Low,0.384919951,0.229084918,0.29947094,0.281117544,0.362066374,Low,0.199931383,0.260058304,0.257851041,Low,0.31586301
899,Tasikmalaya,Indonesia,Asia,High,Tropical,South-East Asia,0.36100703,0.465957917,0.325859878,0.449954763,Moderate,0.457124196,0.535683447,0.42197523,High,0.509294183,0.50312369,0.563567498,0.480310066,0.54252163,High,0.496165376,0.537082481,0.463481772,High,0.509687743
900,Tbilisi,Georgia,Asia,Very high,Temperate,Europe,0.224438891,0.330968256,0.222599162,0.329282285,Low,0.285726294,0.393926423,0.282411219,Low,0.39159363,0.239786809,0.319776996,0.239580688,0.317004652,Low,0.247104188,0.320516269,0.245137024,Low,0.319537138
901,Tegal,Indonesia,Asia,High,Tropical,South-East Asia,0.390426214,0.419292669,0.315040036,0.340853676,Low,0.420713892,0.478145069,0.400426861,Moderate,0.451935793,0.400349335,0.435223143,0.375331703,0.409247001,Moderate,0.39150002,0.447383833,0.369230616,Moderate,0.419960355
902,Tegucigalpa,Honduras,Latin America and the Caribbean,Medium,Tropical,Americas,0.258863789,0.347613889,0.161492707,0.244894833,Very Low,0.31436766,0.379544768,0.288110736,Low,0.339472398,0.296666457,0.382222851,0.265601203,0.343410101,Low,0.327674903,0.371044045,0.298002086,Low,0.332159572
903,Tehran,Islamic Republic of Iran,Asia,High,Arid,Eastern Mediterranean,0.121458148,0.164452121,0.108947755,0.147793812,Exceptionally Low,0.154058438,0.183948708,0.141827515,Exceptionally Low,0.169873126,0.178576231,0.221804461,0.163743465,0.201067747,Very Low,0.160867693,0.196391316,0.147875818,Exceptionally Low,0.180309575
904,Tel Aviv,Israel,Asia,Very high,Temperate,Europe,0.219700137,0.287482871,0.194289535,0.269081718,Very Low,0.269663589,0.310122863,0.257366261,Very Low,0.289289929,0.255845398,0.284422649,0.24215015,0.270998176,Very Low,0.267797606,0.310180655,0.254785698,Very Low,0.28656238
905,Teresina,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.286299101,0.380681405,0.23056797,0.32570317,Low,0.309208708,0.329049612,0.276445832,Very Low,0.293317811,0.33914299,0.403727794,0.299826649,0.351779215,Low,0.325628409,0.357465286,0.290415528,Low,0.312981728
906,Tetovo,Macedonia,Europe,High,Continental,Europe,0.275532363,0.389988513,0.27358844,0.389808196,Low,0.298142248,0.407324625,0.296541708,Moderate,0.40619627,0.354279482,0.428295473,0.353298936,0.42852512,Moderate,0.314248313,0.386493023,0.314365876,Low,0.386047196
907,Thalassery,India,Asia,Medium,Tropical,South-East Asia,0.443950986,0.472106455,0.332659463,0.482918032,Moderate,0.434472024,0.529636965,0.445693554,High,0.544654387,0.478653844,0.505664705,0.490502113,0.520616317,High,0.49096037,0.52126195,0.503003489,High,0.536782906
908,Thanagaon,India,Asia,Medium,Temperate,South-East Asia,0.234557556,0.300263118,0.216470753,0.300167827,Low,0.382696479,0.52277105,0.381583225,High,0.52086362,0.399057773,0.505974389,0.39857242,0.505445379,High,0.346694346,0.430654043,0.346428402,Moderate,0.430389936
909,Thessaloniki,Greece,Europe,Very high,Arid,Europe,0.179399404,0.224388241,0.133452714,0.181479381,Exceptionally Low,0.240620671,0.284640257,0.200972097,Very Low,0.238238499,0.239388934,0.257285716,0.19536855,0.2210318,Very Low,0.218150469,0.266264658,0.184264217,Very Low,0.222599049
910,Thiruvananthapuram,India,Asia,Medium,Tropical,South-East Asia,0.489271633,0.50190588,0.178282406,0.43215819,Moderate,0.5431671,0.597212069,0.498471409,High,0.554875327,0.525053238,0.556923934,0.480957741,0.507006676,High,0.483504136,0.528268736,0.432926676,Moderate,0.477062008
911,Thrissur,India,Asia,Medium,Tropical,South-East Asia,0.354935225,0.422605986,0.160181747,0.42181987,Moderate,0.482930324,0.558789204,0.481928536,High,0.557823938,0.471889045,0.513102133,0.471615624,0.513625997,High,0.473923225,0.496289681,0.472967825,Moderate,0.494623371
912,Tianjia‘an,China,Asia,High,Temperate,Western Pacific,0.18811282,0.240175392,0.175646635,0.232421019,Very Low,0.262808526,0.341149268,0.246965864,Low,0.315741466,0.308314623,0.392645227,0.286988917,0.341625287,Low,0.290311228,0.386343892,0.264672471,Low,0.356156424
913,Tianjin,China,Asia,High,Continental,Western Pacific,0.127490857,0.210821508,0.098808701,0.157316554,Exceptionally Low,0.199588504,0.277020621,0.170699969,Very Low,0.239999696,0.218943939,0.324113649,0.181849469,0.27217682,Very Low,0.219518854,0.287512218,0.185014455,Very Low,0.257822492
914,Tijuana,United States of America,Northern America,Very high,Arid,Americas,0.21531111,0.252795944,0.184818176,0.217551053,Very Low,0.237002359,0.251772271,0.209268115,Very Low,0.222703914,0.251693979,0.276038418,0.218576425,0.237568577,Very Low,0.223237368,0.231997477,0.192768801,Exceptionally Low,0.199697597
915,Tirana,Albania,Europe,High,Temperate,Europe,0.290099791,0.36508732,0.249113934,0.317330598,Low,0.35905018,0.393795464,0.323299325,Low,0.361043797,0.372390109,0.403030192,0.340428002,0.373260745,Low,0.341311894,0.395228392,0.311260026,Low,0.363726539
916,Tiraspol,Moldova,Europe,High,Continental,Europe,0.358036367,0.400384769,0.255164593,0.395097096,Low,0.32303178,0.43082633,0.313214489,Moderate,0.419616888,0.258793198,0.367539078,0.246540449,0.35805134,Low,0.303377173,0.446529981,0.293782959,Moderate,0.432745591
917,Tiruchirappalli,India,Asia,Medium,Tropical,South-East Asia,0.287525731,0.301411794,0.13669239,0.281108007,Very Low,0.373108038,0.393275733,0.363262316,Low,0.389026855,0.381974172,0.428486331,0.371913267,0.417016011,Moderate,0.385962739,0.411031448,0.380743273,Moderate,0.408507637
918,Tirupati,India,Asia,Medium,Tropical,South-East Asia,0.265324124,0.307778076,0.124897067,0.275279085,Very Low,0.36472632,0.432527739,0.367893681,Moderate,0.437111409,0.401782732,0.482613981,0.404568262,0.486418642,Moderate,0.384134767,0.447272672,0.385802948,Moderate,0.449154512
919,Tiruppur,India,Asia,Medium,Arid,South-East Asia,0.211079475,0.267335174,0.133041661,0.203934506,Very Low,0.28750464,0.295713879,0.278801588,Very Low,0.289078278,0.307682607,0.367289893,0.299324212,0.356734278,Low,0.27971708,0.320669891,0.271699065,Low,0.307397762
920,Tokyo,Japan,Asia,Very high,Temperate,Western Pacific,0.225800531,0.313521645,0.147382207,0.199636293,Exceptionally Low,0.260196139,0.333493407,0.226208066,Very Low,0.284136952,0.246776822,0.307941339,0.212298832,0.262573485,Very Low,0.254880082,0.333018043,0.218925301,Very Low,0.287742107
921,Toluca,Mexico,Latin America and the Caribbean,High,Temperate,Americas,0.275283413,0.384279326,0.24186123,0.32417308,Low,0.32460392,0.431864638,0.286893276,Low,0.374397921,0.30363676,0.361147467,0.268048706,0.317587709,Low,0.296587031,0.416154781,0.261187554,Low,0.356152777
922,Tolyatti,Russian Federation,Europe,Very high,Continental,Europe,0.26454613,0.303577638,0.195833236,0.301281716,Low,0.240324354,0.403155244,0.22657313,Moderate,0.401198758,0.312397446,0.403570937,0.232393432,0.398590694,Low,0.246735788,0.385120845,0.236238301,Low,0.382202459
923,Tomsk,Russian Federation,Europe,Very high,Continental,Europe,0.244935045,0.421679775,0.17791103,0.418392035,Moderate,0.212083975,0.454792959,0.207291258,Moderate,0.444426005,0.305156841,0.478227916,0.297680797,0.470562929,Moderate,0.297070684,0.443169529,0.290120876,Moderate,0.42989595
924,Tongliao,China,Asia,High,Arid,Western Pacific,0.14837294,0.210062638,0.121404598,0.173189807,Exceptionally Low,0.208029516,0.323046886,0.17541237,Very Low,0.277618001,0.204275928,0.355091535,0.179422777,0.29964971,Very Low,0.187660015,0.311167386,0.168004119,Very Low,0.26346542
925,Toronto,Canada,Northern America,Very high,Continental,Americas,0.269980438,0.376533884,0.276517894,0.382652553,Low,0.271444685,0.405971708,0.279137675,Moderate,0.41376771,0.273719229,0.392801156,0.281916964,0.405995188,Moderate,0.283480037,0.389784645,0.292875852,Moderate,0.402681562
926,Torreon,Mexico,Latin America and the Caribbean,High,Arid,Americas,0.121155161,0.13680396,0.111306498,0.123435808,Exceptionally Low,0.169923748,0.188888767,0.15314597,Exceptionally Low,0.166777176,0.145556439,0.154229499,0.137645523,0.145624894,Exceptionally Low,0.148445055,0.161651808,0.141427663,Exceptionally Low,0.153220419
927,Touba,Senegal,Africa,Low,Arid,Africa,0.16386006,0.212889763,0.152459312,0.209825564,Very Low,0.184587663,0.235381086,0.184573821,Very Low,0.235256155,0.184182046,0.231319685,0.184110161,0.231157328,Very Low,0.189266169,0.244813491,0.189322945,Very Low,0.244813179
928,Toulouse,France,Europe,Very high,Temperate,Europe,0.23310906,0.366951542,0.170453184,0.3562652,Low,0.368834369,0.426388578,0.359444812,Moderate,0.415196337,0.358045914,0.438177094,0.350925966,0.426334428,Moderate,0.373448867,0.407952318,0.36560151,Low,0.398172761
929,Tripoli,Libya,Africa,High,Arid,Eastern Mediterranean,0.11868362,0.162302743,0.118386022,0.164706023,Exceptionally Low,0.160927707,0.170210104,0.160474767,Exceptionally Low,0.170815561,0.166051573,0.181575331,0.166346083,0.181185811,Exceptionally Low,0.1602297,0.194583721,0.160269875,Exceptionally Low,0.19233889
930,Trujillo,Peru,Latin America and the Caribbean,High,Arid,Americas,0.067951205,0.097714767,0.059711046,0.091228683,Exceptionally Low,0.119537697,0.150742144,0.112636671,Exceptionally Low,0.142572959,0.123064421,0.145707664,0.114837851,0.135632597,Exceptionally Low,0.114202859,0.139444305,0.106129787,Exceptionally Low,0.129579521
931,Tshikapa,Democratic Republic of the Congo,Africa,Low,Tropical,Africa,0.298177511,0.426681114,0.285531527,0.42696849,Moderate,0.421713141,0.472475413,0.421327504,Moderate,0.47147667,0.373591064,0.431647187,0.373386681,0.431532481,Moderate,0.39427906,0.469777892,0.393769602,Moderate,0.46904648
932,Tucson,United States of America,Northern America,Very high,Arid,Americas,0.13631898,0.144834552,0.129912649,0.138131169,Exceptionally Low,0.173276234,0.194114375,0.165654492,Exceptionally Low,0.185775991,0.162510164,0.167995411,0.155263242,0.161730856,Exceptionally Low,0.16709458,0.208374858,0.159869723,Exceptionally Low,0.198160784
933,Tulsipur,India,Asia,Medium,Temperate,South-East Asia,0.258949376,0.337940204,0.182174956,0.307215862,Low,0.368632326,0.470068003,0.366499084,Moderate,0.468765805,0.393141545,0.418566382,0.391876266,0.416099538,Moderate,0.280233731,0.403748921,0.278302177,Moderate,0.400687193
934,Tulungagung,Indonesia,Asia,High,Tropical,South-East Asia,0.431027374,0.562059974,0.381739248,0.463071692,Moderate,0.492838404,0.518749297,0.492086017,High,0.517827871,0.485132417,0.541680554,0.485728116,0.54280921,High,0.461740655,0.535237588,0.461959252,High,0.535276072
935,Tunis,Tunisia,Africa,High,Temperate,Africa,0.156235676,0.180595411,0.122551917,0.171138357,Exceptionally Low,0.18592942,0.218072823,0.183930626,Very Low,0.214958655,0.193101925,0.220824585,0.190825394,0.209605206,Very Low,0.178694742,0.208883536,0.179786452,Very Low,0.206806334
936,Turin,Italy,Europe,Very high,Temperate,Europe,0.217796845,0.314100913,0.192134394,0.285258007,Very Low,0.284408382,0.374761896,0.258483205,Low,0.350133218,0.304071386,0.379822325,0.278049719,0.352260207,Low,0.291426569,0.374322901,0.26720635,Low,0.348624547
937,Tuxtla Gutiérrez,Mexico,Latin America and the Caribbean,High,Tropical,Americas,0.22894667,0.280035394,0.199963158,0.238731883,Very Low,0.305836085,0.373710058,0.265626692,Low,0.318998302,0.289155355,0.371213763,0.254480006,0.315314765,Low,0.307512667,0.370801685,0.265482877,Low,0.314524696
938,Tyumen,Russian Federation,Europe,Very high,Continental,Europe,0.297147862,0.378720097,0.220056875,0.376397032,Low,0.225242407,0.427171019,0.223626131,Moderate,0.424570446,0.24347156,0.401945913,0.241265435,0.399028999,Low,0.232356693,0.367392712,0.231065454,Low,0.365260614
939,Uberlândia,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.252697815,0.320660235,0.224101875,0.279160976,Very Low,0.307985081,0.361512435,0.272450031,Low,0.315303932,0.23072691,0.341765554,0.207876401,0.299887165,Very Low,0.286571094,0.332240567,0.259123055,Very Low,0.295461077
940,Uchkagaon,India,Asia,Medium,Temperate,South-East Asia,0.305471793,0.425272568,0.282218695,0.429321689,Moderate,0.383414851,0.503731581,0.384713081,High,0.503899331,0.40163145,0.478312657,0.405271772,0.481969442,Moderate,0.397652079,0.55693769,0.399023097,High,0.558312651
941,Udaipur,India,Asia,Medium,Arid,South-East Asia,0.193196212,0.260366144,0.192738232,0.259898799,Very Low,0.268055283,0.328006431,0.267394685,Low,0.327254626,0.298047602,0.400454793,0.297609957,0.399652701,Low,0.305933915,0.367071588,0.305400162,Low,0.366705397
942,Ufa,Russian Federation,Europe,Very high,Continental,Europe,0.305551134,0.332998852,0.226036556,0.323751218,Low,0.283028531,0.434693553,0.281962116,Moderate,0.432660471,0.264050391,0.452800676,0.257372324,0.451015213,Moderate,0.25706465,0.421827749,0.256563048,Moderate,0.42058006
943,Ujjain,India,Asia,Medium,Tropical,South-East Asia,0.230379024,0.345791771,0.204226008,0.344779519,Low,0.272168896,0.329133432,0.271717912,Low,0.328293916,0.299116612,0.336761891,0.298503115,0.336502917,Low,0.282120153,0.321554363,0.281036871,Low,0.320283729
944,Ulaanbaatar,Mongolia,Asia,High,Arid,Western Pacific,0.117199477,0.190857525,0.103027824,0.165917721,Exceptionally Low,0.133224902,0.226506474,0.115054466,Very Low,0.202977631,0.141747683,0.260645823,0.121026867,0.216874354,Very Low,0.146039451,0.268734972,0.132218952,Very Low,0.242824674
945,Ulsan,Republic of Korea,Asia,Very high,Temperate,Western Pacific,0.1765958,0.2220704,0.175723138,0.221121522,Very Low,0.232585649,0.287717655,0.23503562,Very Low,0.292030754,0.244036771,0.311536726,0.249079851,0.318444257,Low,0.241030868,0.2948033,0.244712604,Low,0.301363515
946,Unnao,India,Asia,Medium,Temperate,South-East Asia,0.166114876,0.281637407,0.124329465,0.281504195,Very Low,0.298340952,0.340091176,0.29761387,Low,0.340811001,0.312994025,0.33642404,0.312325168,0.335291878,Low,0.295128952,0.35205038,0.294079728,Low,0.350475852
947,Urmia,Islamic Republic of Iran,Asia,High,Arid,Eastern Mediterranean,0.155490641,0.2142703,0.155438845,0.214112546,Very Low,0.172903355,0.207507466,0.172830123,Very Low,0.207684172,0.158230733,0.205922465,0.158474427,0.206044948,Very Low,0.153106857,0.190782285,0.153435116,Exceptionally Low,0.191161487
948,Ürümqi,China,Asia,High,Arid,Western Pacific,0.116624707,0.179754049,0.112863046,0.184722606,Exceptionally Low,0.159553686,0.2368135,0.158284027,Very Low,0.243407059,0.170215039,0.240575676,0.177054251,0.251283748,Very Low,0.181457619,0.256304746,0.184796055,Very Low,0.266884582
949,Uyo,Nigeria,Africa,Low,Tropical,Africa,0.191910069,0.221994629,0.169811304,0.212263246,Very Low,0.26666608,0.447113115,0.256663802,Moderate,0.431714701,0.245445468,0.262024846,0.234312376,0.254103819,Very Low,0.229718018,0.312411294,0.218148243,Very Low,0.299580969
950,Vadodara,India,Asia,Medium,Tropical,South-East Asia,0.222829052,0.297227264,0.182442265,0.236564507,Very Low,0.2721715,0.311369288,0.268788489,Low,0.307802595,0.260190981,0.311517148,0.257084648,0.307860503,Low,0.290990905,0.334532688,0.287854322,Low,0.331020244
